,mean_arr,var_arr,skew_arr,kurtosis_arr,parms_octave,parms_frequency,parms_persistence
30,0.42892075,1.0733536,-0.210930611,2.941953114,8,128,1.1
31,-0.67645043,0.8054668,0.10241506,2.943969121,8,128,1.1
32,-0.1672318,0.82552886,0.180611627,2.944804236,8,128,1.1
33,0.07921557,1.0008019,0.010882785,2.734264666,8,128,1.1
34,0.076392405,0.8471698,-0.160742082,2.977856106,8,128,1.1
35,0.23237164,0.7003322,0.035540193,3.05714953,8,128,1.1
36,0.41019997,0.91536945,0.068453151,2.839124329,8,128,1.1
37,-0.22099444,0.67661995,-0.012242441,2.958073291,8,128,1.1
38,-0.08798978,0.79487246,0.084604294,2.868732117,8,128,1.1
39,-0.12710382,0.79750943,-0.076455052,2.846692251,8,128,1.1
40,0.009450167,0.66532296,0.039287876,2.938934252,8,128,1.1
41,0.029107258,0.7237086,0.000411456,2.916259522,8,128,1.1
42,0.061416414,0.7721287,-0.028760137,3.069971064,8,128,1.1
43,0.14093317,0.79103005,-0.01385009,2.866544403,8,128,1.1
44,-0.35273367,0.95194936,-0.010083241,3.055670816,8,128,1.1
45,-0.09336406,0.93346167,-0.01037166,2.919985448,8,128,1.1
46,-0.22889374,0.8673636,-0.024266744,2.847549847,8,128,1.1
47,0.025682032,0.97254807,0.13892321,2.82077903,8,128,1.1
48,-0.6582226,0.80286217,-0.05576166,2.816535204,8,128,1.1
49,0.32052052,0.8265295,0.007494691,2.798784074,8,128,1.1
50,0.105983436,0.8317601,-0.003987865,2.937227466,8,128,1.1
51,-0.69673693,0.89529777,-0.028604134,2.939011831,8,128,1.1
52,-0.07985474,0.85271835,-0.016409048,2.858573581,8,128,1.1
53,0.49000585,0.7100356,0.03058189,2.916007409,8,128,1.1
54,-0.02864831,0.8805802,0.008155167,2.797196679,8,128,1.1
55,0.0747471,1.0118604,0.118449541,2.807347077,8,128,1.1
56,-0.32775486,0.9297394,0.010086412,2.881374064,8,128,1.1
57,0.26023352,0.85887116,0.046386529,2.752691844,8,128,1.1
58,-0.29398617,0.89571613,-0.008078071,2.76652393,8,128,1.1
59,-0.006587863,0.7731566,-0.034463626,2.869320649,8,128,1.1
60,0.5929944,0.80824804,-0.148279564,2.919967185,8,128,1.1
61,0.61634016,0.8170558,-0.057702675,2.829157418,8,128,1.1
62,0.35396308,1.0131564,0.07291443,2.985397389,8,128,1.1
63,0.010165607,0.8126142,0.063731769,2.834460222,8,128,1.1
64,-0.38394755,0.72500694,-0.01666801,2.938259238,8,128,1.1
65,-0.3911531,0.88295007,0.182869371,3.055826913,8,128,1.1
66,0.25882718,0.7603548,-0.111985051,2.894439946,8,128,1.1
67,0.4657242,0.8452425,0.032298954,2.927842763,8,128,1.1
68,0.68813264,1.10091,-0.242849768,2.977983608,8,128,1.1
69,0.24081635,0.8045596,-0.111789167,2.721561657,8,128,1.1
70,-0.7683252,0.8227402,0.023370807,2.889539539,8,128,1.1
71,-0.75851935,1.1600645,0.184540464,2.644905433,8,128,1.1
72,0.23312622,0.870746,0.079272158,2.890159783,8,128,1.1
73,-0.7541638,0.84890646,-0.004479763,2.901476277,8,128,1.1
74,0.28481176,0.75144255,-0.027822221,2.96753966,8,128,1.1
75,0.24781261,0.9654447,0.017281872,2.760550983,8,128,1.1
76,-0.62315404,0.78541017,0.102295305,2.935903409,8,128,1.1
77,-0.37986183,0.72847855,0.034325328,3.124776043,8,128,1.1
78,-0.5671985,0.83340216,-0.027476721,2.927191305,8,128,1.1
79,0.75402915,0.9074083,0.00766533,2.82916793,8,128,1.1
80,-0.2679962,0.7033061,-0.035659042,2.992861965,8,128,1.1
81,-0.39593118,0.83309734,0.042871544,2.992984048,8,128,1.1
82,0.21201111,0.752773,-0.056310659,2.909694781,8,128,1.1
83,0.07783747,0.82673013,0.140475212,3.006673513,8,128,1.1
84,-0.6800503,0.84442,0.001292825,2.949984241,8,128,1.1
85,-0.054373875,0.76873314,0.079670669,2.907215764,8,128,1.1
86,0.036510937,0.7323483,-0.042439058,2.862166827,8,128,1.1
87,0.3177669,0.9464251,-0.032651429,2.735546305,8,128,1.1
88,0.16943023,0.8695067,0.064217698,3.178562118,8,128,1.1
89,-0.006318867,0.8490782,0.042632324,2.949866656,8,128,1.1
90,-0.023623675,1.0070901,0.09939396,2.990411466,8,128,1.1
91,-0.14477648,0.90146965,0.033413768,2.78001721,8,128,1.1
92,-0.22104302,0.8327533,0.025084115,2.759532936,8,128,1.1
93,-0.5143881,0.89421964,0.002039423,2.731404621,8,128,1.1
94,-0.36978087,0.79057264,0.017881136,2.941238224,8,128,1.1
95,-0.1451473,0.68949366,-0.03887804,2.916888638,8,128,1.1
96,0.4239293,0.7753318,0.112991427,3.065161196,8,128,1.1
97,0.7213669,0.74789464,-0.032505899,3.138146618,8,128,1.1
98,0.54170287,0.8432218,-0.076012597,2.971135672,8,128,1.1
99,0.07947882,0.8257779,0.126565803,3.051471551,8,128,1.1
